,last_scraped,host_name,host_since,host_location,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
0,18/09/2024,Frank,03/12/2008,"Massachusetts, United States",within a day,t,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,10/07/2015,09/08/2024,STR-490093,f,3781.0,4804,1,1.0,2.0,6.0,2.0,1.0,1.0,1.0,$125.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,0,0,26,2,0.0,4.96,5.0,4.96,5.0,4.85,1.0,0.0,0,0.23
1,18/09/2024,Terry,19/02/2009,"Boston, MA",within an hour,t,t,t,Entire guest suite,Entire home/apt,1 bath,t,18/09/2024,21/03/2009,29/08/2024,STR-490093,f,5506.0,8229,1,0.99,11.0,14.0,2.0,1.0,1.0,1.0,$142.00,3.0,90,1.0,3.0,1125,1125.0,3.0,1125.0,1,50,128,9,2.0,4.8,4.88,4.9,4.95,4.57,10.0,0.0,0,0.68
2,18/09/2024,Terry,19/02/2009,"Boston, MA",within an hour,t,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,06/08/2009,18/08/2024,STR-491702,f,6695.0,8229,1,0.99,11.0,14.0,4.0,1.0,0.0,2.0,$171.00,3.0,730,1.0,3.0,730,730.0,3.0,730.0,0,43,21,7,0.0,4.81,4.82,4.87,4.9,4.52,10.0,0.0,0,0.72
3,18/09/2024,Anne,22/07/2009,"Boston, MA",within a few hours,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,12/08/2014,15/05/2024,STR-454024,f,8789.0,26988,1,1.0,8.0,32.0,2.0,1.0,1.0,2.0,$125.00,14.2,365,13.3,91.0,365,365.0,15.0,365.0,0,0,29,2,0.0,4.69,4.69,4.55,4.93,4.97,4.0,0.0,0,0.24
4,18/09/2024,Michelle,16/09/2009,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,09/01/2016,22/07/2019,STR-454024,f,10811.0,38997,1,1.0,22.0,29.0,3.0,1.0,0.0,1.0,$130.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,42,9,0,0.0,4.33,4.44,4.67,4.9,5.0,13.0,0.0,0,0.09
5,18/09/2024,Michelle,16/09/2009,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,17/03/2019,19/11/2023,STR-454024,f,10813.0,38997,1,1.0,22.0,29.0,2.0,1.0,0.0,1.0,$117.00,32.0,1125,32.0,32.0,1125,1125.0,32.0,1125.0,1,49,5,1,0.0,5.0,5.0,4.8,5.0,5.0,13.0,0.0,0,0.07
6,18/09/2024,Michelle,16/09/2009,"Boston, MA",within a few hours,f,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,05/01/2024,05/01/2024,STR-454024,f,10986.0,38997,1,1.0,22.0,29.0,2.0,1.0,0.0,1.0,$130.00,32.0,1125,30.0,32.0,1125,1125.0,31.9,1125.0,0,41,1,1,0.0,4.8,5.0,4.8,4.9,5.0,13.0,0.0,0,0.12
7,18/09/2024,Lance,19/01/2010,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,12/05/2010,19/08/2023,STR-454024,t,18711.0,71783,1,0.98,30.0,68.0,7.0,1.0,3.0,3.0,$143.00,30.0,1125,30.0,30.0,1125,1125.0,30.0,1125.0,0,17,52,0,0.0,4.31,4.5,4.71,4.9,4.24,14.0,0.8,0,0.3
8,18/09/2024,Elizabeth,19/05/2010,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,24/05/2010,13/09/2023,STR-454024,f,29765.0,128280,1,0.9,1.0,4.0,2.0,1.2,1.0,1.0,$213.00,2.0,28,2.0,2.0,28,28.0,2.0,28.0,0,0,101,0,0.0,4.97,4.96,4.97,5.0,4.8,1.0,0.0,0,0.58
9,18/09/2024,Robert,20/07/2010,"Boston, MA",within a few hours,t,t,t,Private room in home,Private room,1.5 baths,t,18/09/2024,27/08/2010,10/08/2024,STR-551851,f,40601.0,174986,1,1.0,1.0,1.0,2.0,1.5,1.0,1.0,$102.00,29.0,120,18.0,29.0,120,120.0,28.0,120.0,17,21,100,5,0.0,4.98,4.95,5.0,4.97,4.93,0.0,1.0,0,0.58
10,18/09/2024,Atef,18/08/2010,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,23/08/2010,09/08/2024,STR-409822,f,45987.0,205107,1,1.0,1.0,3.0,3.0,1.0,1.0,1.0,$100.00,29.0,1125,29.0,29.0,1125,1125.0,29.0,1125.0,10,43,21,3,0.0,4.66,4.68,4.76,4.75,4.82,1.0,0.0,0,0.82
11,18/09/2024,Hermina,05/05/2010,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 shared baths,t,18/09/2024,08/09/2010,02/09/2024,STR-492781,f,47521.0,119019,1,0.83,5.0,8.0,2.0,1.5,3.0,3.0,$110.00,1.0,365,1.0,1.0,365,365.0,1.0,365.0,22,80,21,2,1.0,4.45,4.53,4.44,4.72,4.26,1.0,4.0,0,1.96
12,18/09/2024,Michelle,06/10/2010,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,01/01/2011,29/02/2024,STR-415714,f,60029.0,255183,1,1.0,5.0,6.0,1.0,1.0,1.0,1.0,$80.00,29.0,29,29.0,29.0,29,29.0,29.0,29.0,0,17,21,2,0.0,4.73,4.65,4.57,4.87,4.16,1.0,4.0,0,0.87
13,18/09/2024,Anne,22/07/2009,"Boston, MA",within a few hours,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,10/11/2013,08/09/2020,STR-415714,f,60356.0,26988,1,1.0,8.0,32.0,2.0,1.0,1.0,1.0,$100.00,32.0,365,32.0,32.0,365,365.0,32.0,365.0,17,77,19,0,0.0,4.84,4.89,4.63,4.84,5.0,4.0,0.0,0,0.14
14,18/09/2024,Anne,22/07/2009,"Boston, MA",within a few hours,t,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,16/11/2012,31/05/2024,STR-415714,f,67774.0,26988,1,1.0,8.0,32.0,3.0,1.0,1.0,2.0,$135.00,14.2,260,13.3,91.0,260,260.0,15.0,260.0,0,0,49,1,0.0,4.84,4.85,4.71,4.9,4.98,4.0,0.0,0,0.34
15,18/09/2024,Michelle,06/10/2010,"Boston, MA",within a few hours,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,23/05/2011,15/11/2019,STR-415714,f,69369.0,255183,1,1.0,5.0,6.0,3.0,1.0,2.0,2.0,$100.00,29.0,180,29.0,29.0,180,180.0,29.0,180.0,1,6,118,0,0.0,4.75,4.78,4.6,4.88,4.22,1.0,4.0,0,0.73
16,18/09/2024,Christiane,01/03/2011,"Boston, MA",within a few hours,f,t,f,Private room in rental unit,Private room,1 bath,t,18/09/2024,19/09/2011,04/11/2023,STR-415924,f,77681.0,416912,1,0.83,1.0,2.0,2.0,1.0,1.0,1.0,$140.00,29.0,730,29.0,29.0,730,730.0,29.0,730.0,30,90,71,6,0.0,4.36,4.52,4.39,4.9,4.73,0.0,1.0,0,0.45
17,18/09/2024,Hermina,05/05/2010,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 baths,t,18/09/2024,06/03/2011,02/09/2024,STR-492781,f,77691.0,119019,1,0.83,5.0,8.0,2.0,1.5,0.0,1.0,$110.00,1.0,365,1.0,1.0,365,365.0,1.0,365.0,18,78,21,3,1.0,4.41,4.49,4.37,4.58,4.15,1.0,4.0,0,1.83
18,18/09/2024,Terry,19/02/2009,"Boston, MA",within an hour,t,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,19/08/2011,23/08/2024,STR-446659,f,163941.0,8229,1,0.99,11.0,14.0,6.0,1.0,2.0,3.0,$263.00,3.0,365,3.0,3.0,365,365.0,3.0,365.0,4,44,21,13,1.0,4.69,4.84,4.81,4.89,4.44,10.0,0.0,0,1.76
19,18/09/2024,Dawn,29/07/2011,"Boston, MA",within a few hours,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,19/08/2011,23/08/2024,STR-539322,t,184893.0,887148,1,1.0,10.0,18.0,4.0,1.0,1.0,1.0,$250.00,14.2,1000,13.3,91.0,1000,1000.0,15.0,1000.0,30,90,0,0,0.0,4.69,4.84,4.81,4.89,4.44,2.0,1.0,0,0.38
20,18/09/2024,Jill,13/08/2011,"Boston, MA",within a day,t,t,t,Private room in condo,Private room,1 shared bath,t,18/09/2024,24/09/2011,28/08/2024,STR-409453,f,197727.0,964356,1,0.78,1.0,2.0,1.0,1.0,1.0,1.0,$67.00,30.0,90,30.0,30.0,90,90.0,30.0,90.0,7,37,60,4,1.0,4.97,4.95,4.97,5.0,4.9,0.0,1.0,0,0.38
21,18/09/2024,Chris & Kristina,13/08/2011,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,18/10/2011,09/09/2024,STR-409453,f,197972.0,965697,1,0.99,2.0,4.0,2.0,1.0,1.0,1.0,$142.00,3.0,150,3.0,3.0,150,150.0,3.0,150.0,4,20,21,7,0.3,4.88,4.93,4.92,4.96,4.91,2.0,0.0,0,3.31
22,18/09/2024,Hermina,05/05/2010,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 shared baths,t,18/09/2024,02/09/2011,19/05/2024,STR-457920,f,205894.0,119019,1,0.83,5.0,8.0,2.0,1.5,3.0,1.0,$80.00,1.0,365,1.0,1.0,365,365.0,1.0,365.0,1,1,21,2,0.0,4.45,4.61,4.52,4.63,4.24,1.0,4.0,0,1.37
23,18/09/2024,Maria Elena,29/08/2011,"Boston, MA",within a few hours,t,t,t,Entire home,Entire home/apt,1 bath,t,18/09/2024,16/09/2011,14/09/2024,STR-545902,f,210097.0,1035747,1,0.91,1.0,1.0,2.0,1.0,0.0,1.0,$141.00,3.0,60,1.0,3.0,60,60.0,3.0,60.0,1,31,21,26,0.3,4.89,4.92,4.87,4.93,4.91,1.0,0.0,0,1.94
24,18/09/2024,Howard,11/09/2011,"Boston, MA",within an hour,t,t,t,Private room in townhouse,Private room,1 private bath,t,18/09/2024,01/10/2011,04/09/2024,STR-454055,f,220676.0,1144302,1,0.97,1.0,1.0,3.0,1.0,1.0,1.0,$195.00,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,1,25,21,22,0.3,4.93,4.92,4.92,4.95,4.98,0.0,1.0,0,2.15
25,18/09/2024,Meri,31/10/2011,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,20/07/2012,02/09/2024,STR-411297,f,257588.0,1355344,1,0.99,2.0,2.0,4.0,1.0,2.0,2.0,$300.00,2.0,365,2.0,2.0,1125,1125.0,2.0,1125.0,3,44,21,7,0.3,4.85,4.89,4.93,4.95,4.84,1.0,0.0,0,3.34
26,18/09/2024,Albert,26/12/2011,"Boston, MA",within an hour,f,t,t,Entire home,Entire home/apt,1 bath,t,18/09/2024,15/02/2012,02/09/2024,STR-564151,f,297994.0,1536237,1,0.79,1.0,3.0,4.0,1.0,2.0,2.0,$190.00,3.0,150,3.0,3.0,150,150.0,3.0,150.0,0,50,57,11,1.0,4.52,4.32,4.8,4.65,4.28,1.0,0.0,0,0.37
27,18/09/2024,Hermina,05/05/2010,"Boston, MA",within an hour,f,t,t,Entire townhouse,Entire home/apt,2 baths,t,18/09/2024,05/03/2012,24/10/2022,STR-457920,f,315982.0,119019,1,0.83,5.0,8.0,4.0,1.2,2.0,1.0,$213.00,1.0,365,1.0,1.0,365,365.0,1.0,365.0,0,57,120,0,0.0,4.36,4.66,4.33,4.65,4.8,1.0,4.0,0,0.79
28,18/09/2024,Hermina,05/05/2010,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1.5 baths,t,18/09/2024,11/08/2012,03/09/2024,STR-492781,t,377474.0,119019,1,0.83,5.0,8.0,1.0,1.5,1.0,1.0,$50.00,1.0,365,1.0,1.0,365,365.0,1.0,365.0,2,36,94,37,0.3,4.58,4.52,4.68,4.73,4.21,1.0,4.0,0,0.64
29,18/09/2024,Hilary,02/04/2012,"Boston, MA",within a few hours,t,t,t,Private room in home,Private room,1 shared bath,t,18/09/2024,23/06/2012,11/09/2024,STR-459697,f,447826.0,2053557,1,0.94,1.0,1.0,2.0,1.0,1.0,1.0,$75.00,5.0,1125,5.0,5.0,1125,1125.0,5.0,1125.0,3,40,21,24,2.0,4.84,4.82,4.72,4.97,4.87,0.0,1.0,0,2.73
30,18/09/2024,Maria,18/03/2012,"Boston, MA",within a few hours,f,t,t,Private room in home,Private room,1 private bath,t,18/09/2024,15/09/2013,26/06/2016,STR-416892,f,496022.0,1956464,1,0.9,1.0,4.0,2.0,1.2,1.0,1.0,$213.00,14.2,120,13.3,91.0,120,120.0,15.0,120.0,0,0,16,0,0.0,4.93,4.81,4.88,4.75,4.94,0.0,1.0,0,0.12
31,18/09/2024,Guy,30/05/2012,"Boston, MA",within a few hours,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,01/08/2012,01/07/2013,STR-416892,f,507525.0,2501324,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,180,13.3,180.0,180,180.0,15.0,180.0,0,0,8,0,0.0,5.0,4.75,4.63,4.9,5.0,1.0,0.0,0,0.05
32,18/09/2024,Lance,19/01/2010,"Boston, MA",within an hour,f,t,t,Entire home,Entire home/apt,2 baths,t,18/09/2024,11/11/2012,29/10/2019,STR-416892,t,530983.0,71783,1,0.98,30.0,68.0,2.8,1.1,1.2,1.3,$270.00,30.0,1125,30.0,30.0,1125,1125.0,30.0,1125.0,0,0,65,0,0.0,4.4,4.67,4.4,4.8,4.54,14.0,0.8,0,0.45
33,18/09/2024,Lance,19/01/2010,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,14/04/2014,16/07/2024,STR-416892,t,533152.0,71783,1,0.98,30.0,68.0,5.0,1.0,2.0,2.0,$135.00,30.0,1125,30.0,30.0,1125,1125.0,30.0,1125.0,5,45,63,2,0.0,4.67,4.84,4.78,4.9,4.46,14.0,0.8,0,0.5
34,18/09/2024,Lance,19/01/2010,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,26/08/2012,14/08/2023,STR-416892,t,579605.0,71783,1,0.98,30.0,68.0,5.0,1.0,3.0,2.0,$145.00,30.0,1125,30.0,30.0,1125,1125.0,30.0,1125.0,0,0,58,0,0.0,4.43,4.64,4.67,4.66,4.29,14.0,0.8,0,0.39
35,18/09/2024,Valery,01/12/2010,"Brookline, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,01/10/2012,05/07/2017,STR-416892,f,583255.0,306407,1,0.9,1.0,2.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,11,0,0.0,5.0,5.0,5.0,5.0,4.82,1.0,0.0,0,0.08
36,18/09/2024,Lance,19/01/2010,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,05/04/2017,31/12/2022,STR-416892,t,601763.0,71783,1,0.98,30.0,68.0,5.0,1.0,3.0,3.0,$135.00,30.0,1125,30.0,30.0,1125,1125.0,30.0,1125.0,18,78,43,0,0.0,4.56,4.63,4.67,4.6,4.58,14.0,0.8,0,0.47
37,18/09/2024,Deborah,23/07/2012,"Boston, MA",within an hour,t,t,f,Boat,Entire home/apt,1 bath,t,18/09/2024,15/09/2016,16/08/2024,STR-416892,t,611081.0,3029783,1,1.0,18.0,21.0,6.0,1.0,1.0,1.3,$238.00,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,11,54,121,33,0.0,4.81,4.84,4.68,4.79,4.84,3.0,0.0,0,1.24
38,18/09/2024,Joe,11/04/2011,"Boston, MA",within a few hours,t,t,t,Entire home,Entire home/apt,1 bath,t,18/09/2024,08/08/2012,01/09/2024,STR-529113,f,619142.0,501427,1,0.94,1.0,2.0,2.0,1.0,1.0,1.0,$175.00,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0,0,21,10,1.0,4.79,4.79,4.68,4.98,4.86,1.0,0.0,0,1.28
39,18/09/2024,Ingrid,12/08/2012,"Boston, MA",within a day,f,t,t,Private room in townhouse,Private room,1 shared bath,t,18/09/2024,18/06/2016,30/05/2022,STR-398090,f,646087.0,3236611,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,$213.00,1.0,7,1.0,1.0,7,7.0,1.0,7.0,18,78,8,0,0.0,5.0,5.0,5.0,5.0,4.88,0.0,1.0,0,0.08
40,18/09/2024,Gerard  And Marie,23/09/2012,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,13/10/2012,14/09/2024,STR-401905,f,708802.0,3648427,1,0.94,2.0,2.0,4.0,1.0,1.0,2.0,$207.00,2.0,60,1.0,2.0,60,60.0,2.0,60.0,5,36,21,42,0.3,4.91,4.95,4.93,4.98,4.88,1.0,0.0,0,3.28
41,18/09/2024,Margaret,01/07/2012,"Boston, MA",within an hour,t,t,t,Entire home,Entire home/apt,2.5 baths,t,18/09/2024,27/03/2013,02/09/2024,STR-454183,f,743211.0,2796082,1,0.99,2.0,3.0,2.8,1.2,1.2,1.0,$213.00,4.0,30,3.0,5.0,1125,1125.0,3.4,1125.0,7,49,82,8,1.0,4.85,4.78,4.73,4.99,4.68,2.0,0.0,0,0.59
42,18/09/2024,Lisa,22/10/2012,"Boston, MA",within an hour,t,t,t,Private room in rental unit,Private room,1 private bath,t,18/09/2024,04/06/2013,11/09/2024,STR-523680,f,750438.0,3945438,1,1.0,6.0,7.0,1.0,1.0,1.0,1.0,$94.00,2.0,31,2.0,2.0,1125,1125.0,2.0,1125.0,5,56,21,27,0.3,4.89,4.9,4.82,4.95,4.92,0.0,1.0,0,2.09
43,18/09/2024,Sami,24/10/2012,"Boston, MA",within a day,f,t,f,Private room in condo,Private room,1 shared bath,t,18/09/2024,10/09/2015,27/07/2019,STR-397984,f,753446.0,3962517,1,0.9,1.0,1.0,2.0,1.0,1.0,2.0,$55.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,30,90,21,0,0.0,4.82,4.91,4.91,4.91,4.68,0.0,1.0,0,1.29
44,18/09/2024,Terry,19/02/2009,"Boston, MA",within an hour,t,t,t,Entire condo,Entire home/apt,1 bath,t,18/09/2024,04/12/2012,16/05/2024,STR446651,f,801680.0,8229,1,0.99,11.0,14.0,4.0,1.0,0.0,1.0,$164.00,3.0,90,1.0,3.0,90,90.0,3.0,90.0,6,40,70,3,0.0,4.85,4.91,4.9,4.86,4.48,10.0,0.0,0,0.49
45,18/09/2024,Kelly & Chris,12/03/2012,"Boston, MA",within an hour,t,t,t,Entire loft,Entire home/apt,2 baths,t,18/09/2024,17/04/2013,18/09/2024,STR-411359,t,820073.0,1911807,1,0.98,2.0,2.0,4.0,1.1,1.0,2.0,$516.00,2.0,1125,2.0,4.0,1125,1125.0,2.0,1125.0,16,50,21,7,0.3,4.97,4.99,5.0,4.99,4.86,2.0,0.0,0,1.31
46,18/09/2024,Damon,18/12/2012,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,2 baths,t,18/09/2024,02/01/2014,13/08/2024,STR-456742,f,849408.0,4434391,1,0.98,2.0,3.0,2.8,1.1,3.0,1.3,$369.00,4.0,1125,4.0,5.0,1125,1125.0,4.1,1125.0,4,55,103,17,0.0,4.86,4.91,4.85,4.93,4.73,2.0,0.0,0,0.79
47,18/09/2024,Andy & Daljit,04/07/2011,"Boston, MA",within an hour,f,t,t,Entire condo,Entire home/apt,2 baths,t,18/09/2024,18/04/2013,21/05/2024,STR-397937,f,863788.0,775932,1,1.0,1.0,1.0,4.0,1.2,2.0,1.0,$213.00,3.0,150,3.0,3.0,150,150.0,3.0,150.0,0,0,25,3,0.0,5.0,5.0,4.92,5.0,5.0,1.0,0.0,0,0.18
48,18/09/2024,Paolo,17/01/2013,"Boston, MA",within a day,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,19/03/2013,28/10/2023,STR-400168,f,891661.0,4737456,1,1.0,2.0,2.0,4.0,1.0,1.0,2.0,$80.00,29.0,365,29.0,29.0,365,365.0,29.0,365.0,0,2,21,10,0.0,4.7,4.83,4.81,4.82,4.92,1.0,0.0,0,4.38
49,18/09/2024,Jennifer,19/01/2013,"Boston, MA",within an hour,t,t,t,Private room in bed and breakfast,Private room,1.5 shared baths,t,18/09/2024,15/10/2013,30/08/2022,STR-408484,f,894539.0,4762495,1,0.82,2.0,3.0,2.0,1.5,1.0,1.0,$100.00,29.0,1124,29.0,29.0,1124,1124.0,29.0,1124.0,0,2,63,0,0.0,4.85,4.92,4.79,4.92,4.77,0.0,2.0,0,0.47
50,18/09/2024,Damon,18/12/2012,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,01/08/2013,31/08/2024,STR-523304,f,962610.0,4434391,1,0.98,2.0,3.0,2.0,1.0,1.0,1.0,$141.00,6.0,100,6.0,6.0,100,100.0,6.0,100.0,9,65,101,5,2.0,4.9,4.95,4.99,4.92,4.7,2.0,0.0,0,0.75
51,18/09/2024,Claire,16/02/2012,"Boston, MA",within an hour,t,t,t,Private room in condo,Private room,1 private bath,t,18/09/2024,15/09/2013,11/09/2022,STR-409453,f,973695.0,1760577,1,1.0,4.0,4.0,4.0,1.0,1.0,2.0,$200.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,30,90,61,0,0.0,4.76,4.79,4.89,4.69,4.8,0.0,1.0,0,0.45
52,18/09/2024,Laura And Olivia,12/03/2013,"Brookline, MA",within an hour,t,t,t,Room in aparthotel,Entire home/apt,1 bath,t,18/09/2024,02/09/2013,01/09/2024,STR-409453,t,989163.0,5430185,1,0.98,8.0,8.0,2.0,1.0,0.0,1.0,$245.00,2.0,365,2.0,3.0,1125,1125.0,2.0,1125.0,9,67,82,9,1.0,4.84,4.79,4.95,4.89,4.95,7.0,0.0,0,0.61
53,18/09/2024,Lauren,01/12/2012,"Boston, MA",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,16/04/2013,09/09/2018,STR-409453,f,1055627.0,4299002,1,0.9,2.0,3.0,3.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,8,0,0.0,4.25,4.25,4.8,4.88,5.0,1.0,1.0,0,0.06
54,18/09/2024,Chris & Kristina,13/08/2011,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,10/05/2013,10/09/2024,STR-409453,f,1071235.0,965697,1,0.99,2.0,4.0,2.0,1.0,1.0,1.0,$143.00,3.0,180,2.0,3.0,180,180.0,3.0,180.0,1,43,21,41,0.3,4.84,4.89,4.9,4.95,4.9,2.0,0.0,0,2.66
55,18/09/2024,J,14/04/2013,"Boston, MA",within an hour,f,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,10/05/2013,10/09/2024,STR-398748,f,1077105.0,5927277,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,1125,13.3,91.0,1125,1125.0,15.0,1125.0,0,0,0,0,0.0,4.84,4.89,4.9,4.95,4.9,1.0,0.0,0,0.85
56,18/09/2024,Irene,21/03/2012,"Boston, MA",within an hour,f,t,t,Private room in home,Private room,1 private bath,t,18/09/2024,07/06/2013,06/12/2019,STR-398748,f,1090545.0,1984434,1,0.9,1.0,9.0,1.0,1.0,1.0,1.0,$214.00,29.0,365,29.0,29.0,365,365.0,29.0,365.0,29,89,117,0,0.0,4.63,4.63,4.69,4.82,4.98,0.0,1.0,0,0.85
57,18/09/2024,Lita,23/12/2011,"Boston, MA",within a few hours,f,t,t,Entire condo,Entire home/apt,2 baths,t,18/09/2024,02/09/2013,26/05/2024,STR-399217,f,1109224.0,1531239,1,1.0,1.0,1.0,2.8,1.1,1.2,1.3,$208.50,2.0,1125,2.0,3.0,1125,1125.0,2.3,1125.0,10,53,93,3,0.0,4.74,4.84,4.74,4.86,4.69,1.0,0.0,0,0.69
58,18/09/2024,Trisha,29/05/2012,"Boston, MA",within an hour,t,t,f,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,22/05/2013,02/09/2024,STR-466324,f,1130279.0,2494599,1,0.98,1.0,1.0,6.0,1.0,3.0,3.0,$208.50,2.0,30,2.0,2.0,1125,1125.0,2.0,1125.0,13,65,21,28,1.0,4.78,4.78,4.79,4.91,4.95,1.0,0.0,0,1.19
59,18/09/2024,Samantha,09/06/2013,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,15/06/2013,28/08/2017,Exempt: This listing is a hotel or motel,f,1252489.0,6824319,1,0.9,1.0,1.0,2.0,1.2,1.0,1.0,$213.00,14.2,365,13.3,91.0,365,365.0,15.0,365.0,0,0,64,0,0.0,4.92,4.98,4.84,4.89,5.0,1.0,0.0,0,0.47
60,18/09/2024,Laura And Olivia,12/03/2013,"Brookline, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,11/08/2013,11/09/2024,Exempt: This listing is a hotel or motel,t,1275498.0,5430185,1,0.98,8.0,8.0,2.0,1.0,1.0,1.0,$344.00,2.0,365,2.0,3.0,1125,1125.0,2.0,1125.0,8,46,110,16,1.0,4.84,4.86,4.94,4.92,4.97,7.0,0.0,0,0.81
61,18/09/2024,Larry,11/04/2012,"Boston, MA",within an hour,f,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,07/10/2013,25/10/2018,STR-487240,f,1303261.0,2120816,1,0.9,1.0,1.0,2.0,1.0,1.0,2.0,$425.00,14.2,180,13.3,91.0,180,180.0,15.0,180.0,23,83,23,0,0.0,4.45,4.91,4.48,4.83,5.0,1.0,0.0,0,0.17
62,18/09/2024,CarneyFamily,27/05/2013,"Boston, MA",within an hour,t,t,t,Entire rental unit,Entire home/apt,1 bath,t,18/09/2024,17/07/2013,13/09/2024,STR-487240,f,1321422.0,6608084,1,0.98,2.0,7.0,4.0,1.0,2.0,1.3,$155.00,2.0,45,1.0,2.0,1125,1125.0,2.0,1125.0,1,1,21,7,0.3,4.89,4.92,4.95,4.94,4.8,1.0,1.0,0,4.9
63,18/09/2024,Michelle,06/10/2010,"Boston, MA",within a few hours,t,t,t,Private room in rental unit,Private room,1 shared bath,t,18/09/2024,29/09/2013,20/12/2023,STR-415714,f,1374434.0,255183,1,1.0,5.0,6.0,1.0,1.0,1.0,1.0,$70.00,29.0,180,29.0,29.0,180,180.0,29.0,180.0,0,0,46,1,0.0,4.83,4.87,4.56,4.93,4.2,1.0,4.0,0,0.34
